new AudioKit 22
dioKit/Engine/AKAudioUnitRenderCallback.h 0.0000000000 0.0000000000 1000.0000000000 11.0208816705
iftOSXProofOfConcept/SwiftOSXProofOfConcept/AKAudioUnitRenderCallback.m 0.0000000000 11.0208816705 1000.0000000000 16.8213457077
iftOSXProofOfConcept/SwiftOSXProofOfConcept/SwiftOSXProofOfConcept-Bridging-Header.h 0.0000000000 27.8422273782 1000.0000000000 6.9605568445
ravis.yml 0.0000000000 34.8027842227 1000.0000000000 5.2204176334
sts/OSXAudioKit/OSXAudioKit/AKAudioUnitRenderCallback.m 0.0000000000 40.0232018561 843.1372549020 19.9508983975
sts/OSXAudioKit/OSXAudioKitTests/OSXAudioKit-Bridging-Header.h 0.0000000000 59.9741002536 361.3445378151 9.6314681919
sts/OSXAudioKit/OSXAudioKitTests/OSXAudioKitTests-Bridging-Header.h 361.3445378151 59.9741002536 481.7927170868 9.6314681919
sts/travis.sh 843.1372549020 40.0232018561 156.8627450980 29.5823665893
veloperTools/data2yaml.lua 0.0000000000 69.6055684455 60.4738154613 930.3944315545
veloperTools/yaml/allpass.yaml 60.4738154613 69.6055684455 939.5261845387 21.6083643692
veloperTools/yaml/atone.yaml 60.4738154613 91.2139328147 939.5261845387 16.0519278171
veloperTools/yaml/bal.yaml 60.4738154613 107.2658606318 939.5261845387 17.2866914954
veloperTools/yaml/butbp.yaml 60.4738154613 124.5525521272 939.5261845387 19.7562188519
veloperTools/yaml/butbr.yaml 60.4738154613 144.3087709791 939.5261845387 19.7562188519
veloperTools/yaml/buthp.yaml 60.4738154613 164.0649898309 939.5261845387 16.6693096563
veloperTools/yaml/butlp.yaml 60.4738154613 180.7342994872 939.5261845387 16.6693096563
veloperTools/yaml/clip.yaml 60.4738154613 197.4036091434 939.5261845387 24.6952735648
veloperTools/yaml/comb.yaml 60.4738154613 222.0988827082 939.5261845387 29.0169464387
veloperTools/yaml/dcblock.yaml 60.4738154613 251.1158291469 939.5261845387 11.1128731042
veloperTools/yaml/decimator.yaml 60.4738154613 262.2287022511 939.5261845387 19.1388370127
veloperTools/yaml/delay.yaml 60.4738154613 281.3675392638 939.5261845387 20.3736006910
veloperTools/yaml/dist.yaml 60.4738154613 301.7411399548 939.5261845387 24.0778917257
veloperTools/yaml/drip.yaml 60.4738154613 325.8190316805 939.5261845387 40.7472013819
veloperTools/yaml/eqfil.yaml 60.4738154613 366.5662330624 939.5261845387 24.6952735648
veloperTools/yaml/fofilt.yaml 60.4738154613 391.2615066272 939.5261845387 22.2257462083
veloperTools/yaml/fosc.yaml 60.4738154613 413.4872528356 939.5261845387 43.8341105776
veloperTools/yaml/gbuzz.yaml 60.4738154613 457.3213634131 939.5261845387 34.5733829907
veloperTools/yaml/jcrev.yaml 60.4738154613 491.8947464039 939.5261845387 15.4345459780
veloperTools/yaml/jitter.yaml 60.4738154613 507.3292923819 939.5261845387 22.2257462083
veloperTools/yaml/lpf18.yaml 60.4738154613 529.5550385902 939.5261845387 22.2257462083
veloperTools/yaml/metro.yaml 60.4738154613 551.7807847986 939.5261845387 12.3476367824
veloperTools/yaml/mode.yaml 60.4738154613 564.1284215810 939.5261845387 19.7562188519
veloperTools/yaml/moogladder.yaml 60.4738154613 583.8846404328 939.5261845387 19.1388370127
veloperTools/yaml/noise.yaml 60.4738154613 603.0234774455 939.5261845387 11.7302549433
veloperTools/yaml/osc.yaml 60.4738154613 614.7537323888 939.5261845387 24.0778917257
veloperTools/yaml/panst.yaml 60.4738154613 638.8316241145 939.5261845387 21.6083643692
veloperTools/yaml/pareq-high2.yaml 60.4738154613 660.4399884838 939.5261845387 26.5474190822
veloperTools/yaml/pareq-low1.yaml 60.4738154613 686.9874075659 939.5261845387 26.5474190822
veloperTools/yaml/pareq-peaking0.yaml 60.4738154613 713.5348266481 939.5261845387 26.5474190822
veloperTools/yaml/phasor.yaml 60.4738154613 740.0822457303 939.5261845387 16.0519278171
veloperTools/yaml/port.yaml 60.4738154613 756.1341735474 939.5261845387 16.6693096563
veloperTools/yaml/randi.yaml 60.4738154613 772.8034832037 939.5261845387 23.4605098866
veloperTools/yaml/random.yaml 60.4738154613 796.2639930903 939.5261845387 15.4345459780
veloperTools/yaml/reverse.yaml 60.4738154613 811.6985390683 939.5261845387 17.2866914954
veloperTools/yaml/revsc.yaml 60.4738154613 828.9852305636 939.5261845387 21.6083643692
veloperTools/yaml/rms.yaml 60.4738154613 850.5935949329 939.5261845387 17.2866914954
veloperTools/yaml/scale.yaml 60.4738154613 867.8802864282 939.5261845387 25.9300372431
veloperTools/yaml/streson.yaml 60.4738154613 893.8103236713 939.5261845387 19.1388370127
veloperTools/yaml/tenv.yaml 60.4738154613 912.9491606840 939.5261845387 29.6343282778
veloperTools/yaml/tenv2.yaml 60.4738154613 942.5834889618 939.5261845387 20.9909825301
veloperTools/yaml/tone.yaml 60.4738154613 963.5744714919 939.5261845387 16.0519278171
veloperTools/yaml/vdelay.yaml 60.4738154613 979.6263993090 939.5261845387 20.3736006910

dioKit/AudioKit/AudioKit.h 0.0000000000 0.0000000000 1000.0000000000 2.5961113566
dioKit/AudioKit/Internals/AKBufferedAudioBus.hpp 0.0000000000 2.5961113566 21.0526315789 246.6305788776
dioKit/AudioKit/Internals/AKDSPKernel.hpp 21.0526315789 2.5961113566 8.0627099664 246.6305788776
dioKit/AudioKit/Internals/AKDSPKernel.mm 29.1153415454 2.5961113566 17.0212765957 246.6305788776
dioKit/AudioKit/Internals/AKParameterRamper.hpp 46.1366181411 2.5961113566 19.9328107503 246.6305788776
dioKit/AudioKit/Internals/Soundpipe/lib/faust/CUI.h 66.0694288914 2.5961113566 276.1622656504 22.0015768207
dioKit/AudioKit/Internals/Soundpipe/lib/inih/ini.c 342.2316945418 2.5961113566 657.7683054582 15.5354645490
