dataset,technique,revision,nCells,avgAR,avgMov
calcuta,snd,0,32,0.338749,0.000000
calcuta,snd,1,33,0.343890,21.052556
calcuta,snd,2,43,0.314383,40.608346
calcuta,snd,3,47,0.303258,14.335249
calcuta,snd,4,53,0.323146,13.214259
calcuta,snd,5,50,0.304377,45.746231
calcuta,snd,6,68,0.297655,67.852480
calcuta,snd,7,34,0.338277,81.270237
calcuta,snd,8,43,0.333094,50.009454
calcuta,snd,9,75,0.313308,41.852369
calcuta,snd,10,89,0.339867,29.738370
calcuta,snd,11,81,0.275626,54.084456
calcuta,snd,12,84,0.246026,14.789262
calcuta,snd,13,93,0.281890,27.352296
calcuta,snd,14,93,0.281890,0.000000
calcuta,snd,15,94,0.278861,4.854809
calcuta,snd,16,95,0.281108,6.029358
calcuta,snd,17,97,0.279935,4.459205
calcuta,snd,18,105,0.272361,12.855924
calcuta,snd,19,105,0.272142,4.481654
calcuta,snd,20,105,0.273825,2.550981
calcuta,snd,21,109,0.277330,10.143374
calcuta,snd,22,109,0.276358,3.280866
calcuta,snd,23,109,0.274681,1.984810
calcuta,snd,24,109,0.274336,2.762076
calcuta,snd,25,110,0.281502,1.701148
calcuta,snd,26,110,0.278068,1.625564
calcuta,snd,27,112,0.262191,10.620724
calcuta,snd,28,105,0.274013,9.773234
calcuta,snd,29,106,0.284476,12.344034
calcuta,snd,30,108,0.264399,12.383870
calcuta,snd,31,111,0.286944,10.450717
calcuta,snd,32,110,0.286170,2.748329
calcuta,snd,33,112,0.287005,2.259764
calcuta,snd,34,112,0.288890,0.649926
calcuta,snd,35,112,0.287708,2.545713
calcuta,snd,36,114,0.285163,4.708416
calcuta,snd,37,114,0.285129,0.073352
calcuta,snd,38,116,0.281010,1.708333
calcuta,snd,39,114,0.286293,3.070153
calcuta,snd,40,116,0.281876,2.460238
calcuta,snd,41,116,0.279229,2.805788
calcuta,snd,42,116,0.279257,0.046565
calcuta,snd,43,119,0.272425,2.084857
calcuta,snd,44,122,0.265858,6.062810
calcuta,snd,45,122,0.263952,2.116947
calcuta,snd,46,122,0.265653,3.489831
calcuta,snd,47,123,0.260137,5.609729
calcuta,snd,48,120,0.268126,6.785889
calcuta,snd,49,127,0.257185,9.384367
