dataset,technique,revision,nCells,avgAR,avgMov
hospitalrun-frontend,otpbs,0,310,0.426873,0.000000
hospitalrun-frontend,otpbs,1,686,0.453082,51.853172
hospitalrun-frontend,otpbs,2,674,0.476993,224.955009
hospitalrun-frontend,otpbs,3,934,0.466957,157.357023
hospitalrun-frontend,otpbs,4,910,0.480918,52.992135
hospitalrun-frontend,otpbs,5,954,0.497487,59.341712
hospitalrun-frontend,otpbs,6,982,0.494142,5.419853
hospitalrun-frontend,otpbs,7,968,0.492919,34.071255
hospitalrun-frontend,otpbs,8,968,0.491512,0.244580
hospitalrun-frontend,otpbs,9,360,0.462072,333.063670
hospitalrun-frontend,otpbs,10,392,0.474798,18.261716
hospitalrun-frontend,otpbs,11,439,0.462693,7.010397
hospitalrun-frontend,otpbs,12,447,0.479928,62.265308
hospitalrun-frontend,otpbs,13,453,0.470073,14.038502
hospitalrun-frontend,otpbs,14,465,0.510939,160.798480
hospitalrun-frontend,otpbs,15,459,0.505996,9.308582
hospitalrun-frontend,otpbs,16,482,0.497478,18.217391
hospitalrun-frontend,otpbs,17,477,0.505136,10.610891
hospitalrun-frontend,otpbs,18,463,0.490640,253.169387
hospitalrun-frontend,otpbs,19,469,0.506928,18.080012
hospitalrun-frontend,otpbs,20,476,0.510742,5.561736
hospitalrun-frontend,otpbs,21,490,0.528351,231.631571
hospitalrun-frontend,otpbs,22,498,0.520838,16.155211
hospitalrun-frontend,otpbs,23,506,0.499756,137.975122
hospitalrun-frontend,otpbs,24,534,0.512542,43.143668
hospitalrun-frontend,otpbs,25,535,0.518356,8.650074
hospitalrun-frontend,otpbs,26,552,0.521005,12.108539
hospitalrun-frontend,otpbs,27,547,0.511990,2.690022
hospitalrun-frontend,otpbs,28,554,0.514795,100.625159
hospitalrun-frontend,otpbs,29,556,0.513759,9.208633
hospitalrun-frontend,otpbs,30,560,0.510823,1.254377
hospitalrun-frontend,otpbs,31,564,0.511700,1.015905
hospitalrun-frontend,otpbs,32,586,0.515127,9.132944
hospitalrun-frontend,otpbs,33,657,0.508063,25.180842
hospitalrun-frontend,otpbs,34,677,0.509980,10.744012
hospitalrun-frontend,otpbs,35,685,0.512522,22.182577
hospitalrun-frontend,otpbs,36,742,0.514682,13.792109
hospitalrun-frontend,otpbs,37,755,0.541198,47.870481
