dataset,technique,revision,nCells,avgAR,avgMov
hospitalrun-frontend,sqr,0,310,0.633764,0.000000
hospitalrun-frontend,sqr,1,686,0.536940,129.275858
hospitalrun-frontend,sqr,2,674,0.521471,52.873472
hospitalrun-frontend,sqr,3,934,0.513716,152.182400
hospitalrun-frontend,sqr,4,910,0.534056,101.792157
hospitalrun-frontend,sqr,5,954,0.540064,100.459505
hospitalrun-frontend,sqr,6,982,0.534522,4.952921
hospitalrun-frontend,sqr,7,968,0.542095,32.308648
hospitalrun-frontend,sqr,8,968,0.538690,0.310807
hospitalrun-frontend,sqr,9,360,0.477438,181.861229
hospitalrun-frontend,sqr,10,392,0.488052,11.604899
hospitalrun-frontend,sqr,11,439,0.477625,6.799866
hospitalrun-frontend,sqr,12,447,0.506295,58.542588
hospitalrun-frontend,sqr,13,453,0.495392,11.242548
hospitalrun-frontend,sqr,14,465,0.534576,227.265306
hospitalrun-frontend,sqr,15,459,0.533796,5.847826
hospitalrun-frontend,sqr,16,482,0.518486,69.285717
hospitalrun-frontend,sqr,17,477,0.519876,106.848423
hospitalrun-frontend,sqr,18,463,0.486513,232.598992
hospitalrun-frontend,sqr,19,469,0.501603,8.701021
hospitalrun-frontend,sqr,20,476,0.511130,43.113271
hospitalrun-frontend,sqr,21,490,0.536411,237.926610
hospitalrun-frontend,sqr,22,498,0.534231,6.123521
hospitalrun-frontend,sqr,23,506,0.512407,127.437195
hospitalrun-frontend,sqr,24,534,0.520803,109.927489
hospitalrun-frontend,sqr,25,535,0.526084,7.537573
hospitalrun-frontend,sqr,26,552,0.539278,45.170005
hospitalrun-frontend,sqr,27,547,0.533798,12.102783
hospitalrun-frontend,sqr,28,554,0.539069,116.104475
hospitalrun-frontend,sqr,29,556,0.526920,43.194468
hospitalrun-frontend,sqr,30,560,0.528856,1.655645
hospitalrun-frontend,sqr,31,564,0.528404,1.513128
hospitalrun-frontend,sqr,32,586,0.534975,7.944788
hospitalrun-frontend,sqr,33,657,0.531447,48.880518
hospitalrun-frontend,sqr,34,677,0.539897,17.669142
hospitalrun-frontend,sqr,35,685,0.548745,40.646494
hospitalrun-frontend,sqr,36,742,0.550451,60.496715
hospitalrun-frontend,sqr,37,755,0.572142,54.996704
